"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc0601_37"", ""source_of_funds"": ""Salary"", ""txn_date_time"": ""2024-06-30T04:57:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""outgoing-overseas-fund-transfer"", ""sender_hashcode"": ""S_RCBC0601"", ""sender_amount"": ""1180.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""NA"", ""receiver_hashcode"": ""R_RCBC0600"", ""receiver_amount"": ""46.37"", ""receiver_type"": ""NA"", ""receiver_currency"": ""USD"", ""receiver_country"": ""US"", ""external_id"": ""3d2n5e6f-2fg0-0e1f-2a3b-4c5drcbc0601"", ""sender_advance_hashcode"": ""192.168.0.1"", ""txn_status"": ""pending"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2024-06-23T04:57:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2024-06-23T04:57:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc0900_63"", ""source_of_funds"": ""Salary"", ""txn_date_time"": ""2025-07-01T07:01:30Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC0900"", ""sender_amount"": ""597.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC0902"", ""receiver_amount"": ""597.0"", ""receiver_type"": ""NA"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""3d2n5e6f-2fg0-0e1f-2a3b-4c5drcbc0900"", ""sender_advance_hashcode"": ""192.168.1.123"", ""txn_status"": ""pending"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T07:01:30Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T07:01:30Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc0900_64"", ""source_of_funds"": ""Salary"", ""txn_date_time"": ""2025-07-01T07:02:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC0900"", ""sender_amount"": ""1579.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC0903"", ""receiver_amount"": ""1579.0"", ""receiver_type"": ""NA"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""3d2n5e6f-2fg0-0e1f-2a3b-4c5drcbc0900"", ""sender_advance_hashcode"": ""192.168.1.123"", ""txn_status"": ""pending"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T07:02:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T07:02:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc0900_65"", ""source_of_funds"": ""Salary"", ""txn_date_time"": ""2025-07-01T07:02:30Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC0900"", ""sender_amount"": ""8602.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC0900"", ""receiver_amount"": ""8602.0"", ""receiver_type"": ""NA"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""3d2n5e6f-2fg0-0e1f-2a3b-4c5drcbc0900"", ""sender_advance_hashcode"": ""192.168.1.123"", ""txn_status"": ""pending"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T07:02:30Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T07:02:30Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc0900_66"", ""source_of_funds"": ""Salary"", ""txn_date_time"": ""2025-07-01T07:03:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC0900"", ""sender_amount"": ""6282.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC0901"", ""receiver_amount"": ""6282.0"", ""receiver_type"": ""NA"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""3d2n5e6f-2fg0-0e1f-2a3b-4c5drcbc0900"", ""sender_advance_hashcode"": ""192.168.1.123"", ""txn_status"": ""pending"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T07:03:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T07:03:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1100_73"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-07-01T08:00:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC1100"", ""sender_amount"": ""70000.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC1102"", ""receiver_amount"": ""70000.0"", ""receiver_type"": ""NA"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""3d2n5e6f-2fg0-0e1f-2a3b-4c5drcbc1100"", ""sender_advance_hashcode"": ""192.168.1.200"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T08:00:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T08:00:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1500_89"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-07-01T08:00:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC1500"", ""sender_amount"": ""10000.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""175.0"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC1502"", ""receiver_amount"": ""10000.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""device_NEW123"", ""sender_advance_hashcode"": ""SAH_001"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""RAH_002"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T08:00:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T08:00:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1300_82"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-07-01T08:00:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""login"", ""sender_hashcode"": ""S_RCBC1300"", ""sender_amount"": ""NA"", ""sender_currency"": ""NA"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""NA"", ""receiver_amount"": ""NA"", ""receiver_type"": ""NA"", ""receiver_currency"": ""NA"", ""receiver_country"": ""NA"", ""external_id"": ""NA"", ""sender_advance_hashcode"": ""AQW123LEW"", ""txn_status"": ""failed"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T08:00:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T08:00:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1300_83"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-07-01T08:02:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""login"", ""sender_hashcode"": ""S_RCBC1300"", ""sender_amount"": ""NA"", ""sender_currency"": ""NA"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""NA"", ""receiver_amount"": ""NA"", ""receiver_type"": ""NA"", ""receiver_currency"": ""NA"", ""receiver_country"": ""NA"", ""external_id"": ""NA"", ""sender_advance_hashcode"": ""AQW123LEW"", ""txn_status"": ""failed"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T08:02:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T08:02:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1400_86"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-07-01T08:02:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC1400"", ""sender_amount"": ""50000.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC1400"", ""receiver_amount"": ""50000.0"", ""receiver_type"": ""NA"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""NA"", ""sender_advance_hashcode"": ""NA"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T08:02:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T08:02:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1300_84"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-07-01T08:04:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""login"", ""sender_hashcode"": ""S_RCBC1300"", ""sender_amount"": ""NA"", ""sender_currency"": ""NA"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""NA"", ""receiver_amount"": ""NA"", ""receiver_type"": ""NA"", ""receiver_currency"": ""NA"", ""receiver_country"": ""NA"", ""external_id"": ""NA"", ""sender_advance_hashcode"": ""AQW123LEW"", ""txn_status"": ""failed"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T08:04:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T08:04:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1300_85"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-07-01T08:10:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC1300"", ""sender_amount"": ""6000.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC1300"", ""receiver_amount"": ""60000.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""EXT001"", ""sender_advance_hashcode"": ""AQW123LEW"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T08:10:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T08:10:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1600_97"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-07-01T08:52:01Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC1600"", ""sender_amount"": ""362.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""2684.0"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC1607"", ""receiver_amount"": ""642.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""USD"", ""receiver_country"": ""US"", ""external_id"": ""d0a07938-08dd-46b1-a1fe-83e802f3efc9"", ""sender_advance_hashcode"": ""6666"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""8888"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T08:52:01Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T08:52:01Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1700_107"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-07-01T08:52:01Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC1700"", ""sender_amount"": ""362.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""2684.0"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC1707"", ""receiver_amount"": ""642.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""USD"", ""receiver_country"": ""US"", ""external_id"": ""d0a07938-08dd-46b1-a1fe-83e802f3efc9"", ""sender_advance_hashcode"": ""11.111.111.16"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""11.111.111.18"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T08:52:01Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T08:52:01Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1800_117"", ""source_of_funds"": ""R1"", ""txn_date_time"": ""2025-07-01T08:52:01Z"", ""txn_type_code"": ""1"", ""txn_type"": ""fund-transfer"", ""sender_hashcode"": ""S_RCBC1800"", ""sender_amount"": ""362.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""2684.0"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC1807"", ""receiver_amount"": ""642.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""USD"", ""receiver_country"": ""US"", ""external_id"": ""d0a07938-08dd-46b1-a1fe-83e802f3efc9"", ""sender_advance_hashcode"": ""bbbbbbbb-0f1b-2c3d-4e5f-6a7b8c9d0e1f"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""bbbbbbbb-0h1b-2c3d-4e5f-6a7b8c9d0e1f"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T08:52:01Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T08:52:01Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1000_67"", ""source_of_funds"": ""Salary"", ""txn_date_time"": ""2025-07-01T09:00:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""credit-card"", ""sender_hashcode"": ""S_RCBC1000"", ""sender_amount"": ""15000.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC1000"", ""receiver_amount"": ""15000.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""3d2n5e6f-2fg0-0e1f-2a3b-4c5drcbc1000"", ""sender_advance_hashcode"": ""192.168.9.100"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T09:00:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T09:00:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1000_68"", ""source_of_funds"": ""Salary"", ""txn_date_time"": ""2025-07-01T09:01:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""credit-card"", ""sender_hashcode"": ""S_RCBC1000"", ""sender_amount"": ""15000.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC1000"", ""receiver_amount"": ""15000.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""3d2n5e6f-2fg0-0e1f-2a3b-4c5drcbc1000"", ""sender_advance_hashcode"": ""192.168.9.100"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T09:01:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T09:01:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1000_69"", ""source_of_funds"": ""Salary"", ""txn_date_time"": ""2025-07-01T09:02:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""credit-card"", ""sender_hashcode"": ""S_RCBC1000"", ""sender_amount"": ""15000.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC1000"", ""receiver_amount"": ""15000.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""3d2n5e6f-2fg0-0e1f-2a3b-4c5drcbc1000"", ""sender_advance_hashcode"": ""192.168.9.100"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T09:02:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T09:02:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
"{""payload"": {""transaction_id"": ""rcbc01Txntxn_rcbc1000_70"", ""source_of_funds"": ""Salary"", ""txn_date_time"": ""2025-07-01T09:03:00Z"", ""txn_type_code"": ""1"", ""txn_type"": ""credit-card"", ""sender_hashcode"": ""S_RCBC1000"", ""sender_amount"": ""15000.0"", ""sender_currency"": ""PHP"", ""sender_amount_usd"": ""NA"", ""sender_country"": ""PH"", ""sender_city"": ""MNL"", ""receiver_hashcode"": ""R_RCBC1000"", ""receiver_amount"": ""15000.0"", ""receiver_type"": ""merchant"", ""receiver_currency"": ""PHP"", ""receiver_country"": ""PH"", ""external_id"": ""3d2n5e6f-2fg0-0e1f-2a3b-4c5drcbc1000"", ""sender_advance_hashcode"": ""192.168.9.100"", ""txn_status"": ""success"", ""receiver_advance_hashcode"": ""NA"", ""sender_first_name"": ""NA"", ""sender_last_name"": ""NA"", ""sender_incorporation_date"": ""2025-06-24T09:03:00Z"", ""sender_address"": ""NA"", ""receiver_first_name"": ""NA"", ""receiver_last_name"": ""NA"", ""receiver_incorporation_date"": ""2025-06-24T09:03:00Z"", ""receiver_address"": ""NA"", ""external_code"": ""NA"", ""sending_partner_code"": ""NA"", ""receiving_partner_code"": ""NA"", ""receiver_msisdn"": ""NA"", ""sender_msisdn"": ""NA"", ""sender_msisdn.1"": """", ""receiver_incorporation_date.1"": """", ""intermediary"": [{""hashcode"": """"}]}, ""format"": ""tt_json"", ""version"": ""1""}"
